Ecotype_id	DTF1	sd	count	DTF2	sd	count	DTF3	sd	count	RL	sd	count	CL	sd	count
5964	48.25	3.201562119	4	52.75	2.872281323	4	56.5	2.645751311	4	44.25	4.031128874	4	7.25	0.957427108	4
5984	31.5	1.914854216	4	37	1.414213562	4	41.75	2.217355783	4	21.75	1.892969449	4	5.25	0.957427108	4
5993	53	2.708012802	4	55.5	2.380476143	4	64.75	1.707825128	4	49	6.557438524	3	10.5	1.290994449	4
6288	87.25	2.753785274	4	91.75	3.593976442	4	98	3.559026084	4	66	14.73091986	3	20.66666667	2.886751346	3
6296	37.25	0.957427108	4	43.5	0.577350269	4	47	1.414213562	4	26.25	4.991659711	4	7.666666667	2.081665999	3
6390	52	6	3	55.66666667	6.658328118	3	61.33333333	5.507570547	3	36	3	3	8.666666667	0.577350269	3
6396	58.75	3.774917218	4	55	17.06848949	4	70.75	3.685557398	4	30.75	4.031128874	4	14.5	3.109126351	4
6424	41.5	1.732050808	4	46.25	0.957427108	4	53	0.816496581	4	32.5	2.886751346	4	6.75	0.957427108	4
6434	29.5	1.290994449	4	38	1.414213562	4	40	1.414213562	4	14.5	1	4	4.666666667	1.154700538	3
6445	37.25	4.193248542	4	44	4.69041576	4	50	3.741657387	4	24.75	2.62995564	4	6.5	0.577350269	4
6744	35.75	0.957427108	4	40.75	2.061552813	4	47.25	2.061552813	4	22.5	5.259911279	4	8.666666667	1.154700538	3
7094	32.75	2.217355783	4	37.5	2.380476143	4	43.25	2.217355783	4	16	0.816496581	4	5.5	1	4
7098	34	6.92820323	3	38.25	5.560275773	4	45.5	5.802298395	4	17	5.416025603	4	5.5	0.577350269	4
7123	31	1.414213562	4	36.25	1.258305739	4	41	1.632993162	4	18.25	0.957427108	4	5.75	0.5	4
7158	37.75	8.261355821	4	42.5	7.047458171	4	47.75	6.898067362	4	33	16.02081979	4	7.25	2.5	4
7231	34.33333333	4.041451884	3	39.33333333	4.041451884	3	45.33333333	3.214550254	3	17	2.645751311	3	5.333333333	0.577350269	3
7296	51.5	7.325753659	4	55.5	8.062257748	4	62.5	7.724420151	4	25	5.099019514	4	7.75	0.957427108	4
7307	61	6.92820323	3	66	7.810249676	3	72.33333333	7.571877794	3	45	7.549834435	3	14	0	3
7346	49.33333333	2.886751346	3	52	3.464101615	3	58.66666667	1.527525232	3	35	8.717797887	3	8.333333333	2.081665999	3
7418	36.25	3.5	4	40.25	2.061552813	4	46.25	1.892969449	4	20.25	2.5	4	8.75	1.5	4
7477	38.25	2.62995564	4	43.75	2.5	4	52.25	3.774917218	4	28.25	3.593976442	4	11	0	2
7717	67	8.831760866	4	71	8.831760866	4	76.25	8.261355821	4	48.25	9.878427675	4	11.66666667	1.154700538	3
7917	55	1	3	62	8.755950358	4	68.75	7.889866919	4	56.25	10.21028893	4	17.75	1.892969449	4
7947	72	15.55634919	4	76.75	16.78044497	4	81.5	13.47837775	4	62.5	7.187952884	4	9	5.291502622	3
8077	46.75	3.685557398	4	51.75	4.5	4	57.75	5.123475383	4	43.5	5.686240703	4	7.25	2.362907813	4
8132	51.66666667	2.886751346	3	56.66666667	2.081665999	3	67.33333333	4.932882862	3	41.33333333	2.081665999	3	9	2.645751311	3
8266	133	NA	1	139	NA	1	NA	NA	0	NA	NA	0	NA	NA	0
8428	31	0.816496581	4	37.75	0.957427108	4	41.5	0.577350269	4	20.25	1.5	4	5.333333333	0.577350269	3
8472	31	1.414213562	4	39.25	1.892969449	4	40.5	1.290994449	4	18.5	2.380476143	4	3.25	0.5	4
8584	62.5	6.952217872	4	68.75	6.34428877	4	74.75	8.883505314	4	59	4.320493799	4	13	4.082482905	4
9045	82	32.04684072	3	70	21.21320344	2	78	24.04163056	2	41	2.828427125	2	10	0	2
9061	89.33333333	2.081665999	3	95.66666667	1.527525232	3	102.6666667	0.577350269	3	54.66666667	2.516611478	3	10	2.828427125	2
9063	87.25	1.892969449	4	91.75	2.217355783	4	98.75	0.957427108	4	55	0	3	11	2	3
9064	90.5	6.137317547	4	95	7	3	107.6666667	8.504900548	3	45	NA	1	11.5	0.707106781	2
9066	91.5	5.446711546	4	96.5	5.446711546	4	101	6	4	53	9.16515139	3	13.25	1.5	4
9067	106.6666667	10.59874206	3	111.6666667	11.2398102	3	130	5.656854249	2	NA	NA	0	12	NA	1
9069	79.25	1.892969449	4	83	1.414213562	4	90.75	1.707825128	4	45	8.755950358	4	14.25	1.5	4
9070	79.25	4.924428901	4	83.75	4.924428901	4	88.5	5.686240703	4	49.33333333	2.516611478	3	11	3.605551275	3
9073	89.75	4.272001873	4	94	3.915780041	4	101.5	2.380476143	4	41.33333333	10.96965511	3	6.666666667	4.163331999	3
9075	90.25	5.6199051	4	95.75	5.560275773	4	98.25	6.075908711	4	65	4.69041576	4	8.25	0.5	4
9078	95.75	6.800735254	4	101.25	5.678908346	4	104.25	4.425306016	4	63.25	4.5	4	10.66666667	2.516611478	3
9079	94.5	0.707106781	2	99	0	2	102	0	2	47.5	2.121320344	2	10	NA	1
9081	91.33333333	8.96288644	3	95.66666667	9.291573243	3	99.66666667	7.571877794	3	63.66666667	14.04753834	3	10.5	0.707106781	2
9082	89	1	3	94.66666667	3.511884584	3	100.3333333	2.516611478	3	54.33333333	6.658328118	3	11	1.414213562	2
9084	103.75	4.34932945	4	108.75	3.593976442	4	114.25	4.645786622	4	73	NA	1	14	2.828427125	2
9085	90.25	0.5	4	95.5	1.290994449	4	101	4.618802154	4	70	4.082482905	4	16	1.414213562	2
9089	111	4.582575695	3	117	5.291502622	3	125.5	2.121320344	2	NA	NA	0	13	0	2
9090	101.3333333	12.42309677	3	112.5	0.707106781	2	122	7.071067812	2	63	NA	1	13.5	0.707106781	2
9091	86	5.354126135	4	90.25	5.560275773	4	97.5	3.511884584	4	44.5	17.67766953	2	14	0	2
9094	84.33333333	5.033222957	3	88.66666667	5.507570547	3	91	5	3	59.66666667	9.865765725	3	10.66666667	0.577350269	3
9095	105	2.645751311	3	109.3333333	2.516611478	3	113.3333333	4.041451884	3	64.33333333	11.2398102	3	11.5	0.707106781	2
9096	111.75	4.991659711	4	116.5	4.654746681	4	121.3333333	8.020806277	3	NA	NA	0	11.5	2.121320344	2
9098	99.66666667	5.131601439	3	104.3333333	5.033222957	3	108.3333333	4.725815626	3	61	8.485281374	2	10.5	0.707106781	2
9099	106.6666667	7.023769169	3	108	2.828427125	2	112.6666667	4.509249753	3	NA	NA	0	11	0	2
9100	58.5	5.802298395	4	65.75	3.947573094	4	74	2.645751311	3	34	9	3	11	1.732050808	3
9102	67.25	2.872281323	4	72.25	2.872281323	4	80.75	5.439056291	4	59	6.976149845	4	11.25	1.5	4
9103	72.75	6.652067348	4	78.25	6.34428877	4	82.75	6.396613687	4	62.75	9.069178574	4	15	1.825741858	4
9104	47.75	4.272001873	4	51	4.320493799	4	60	5.477225575	4	36.75	6.075908711	4	8.75	0.5	4
9105	62.75	8.578072822	4	67.25	9.10585892	4	78.75	10.71991915	4	40	6.633249581	4	11.5	3.872983346	4
9106	75.75	4.11298756	4	81	5.033222957	4	87.5	4.932882862	4	39.5	5.916079783	4	11	0.816496581	4
9111	77.25	4.5	4	82	4.320493799	4	89.25	4.645786622	4	57.5	8.185352772	4	9.5	1.732050808	4
9113	61.25	10.4363148	4	69.25	10.78192933	4	70.25	9.069178574	4	45	3.366501646	4	7.333333333	0.577350269	3
9114	89.5	14.8492424	2	93	15.55634919	2	100.5	13.43502884	2	65	NA	1	10.5	0.707106781	2
9115	72.5	4.509249753	4	76.75	4.716990566	4	71.75	28.2415179	4	58	8.124038405	4	13.75	2.217355783	4
9119	99.66666667	14.36430762	3	105.3333333	12.85820101	3	110	11.35781669	3	61	1.414213562	2	14.33333333	1.154700538	3
9120	113	13.07669683	3	118	13.89244399	3	125	13	3	NA	NA	0	10.5	0.707106781	2
9121	89	11.16542282	4	94	10.70825227	4	102	11.13552873	4	66	9.899494937	2	13.75	0.5	4
9124	106.25	9.322910847	4	111	8.831760866	4	118.25	9.673847907	4	93	NA	1	12	NA	1
9125	59	4.69041576	4	62.5	4.654746681	4	69.25	3.862210075	4	31	4.966554809	4	7.25	2.061552813	4
9128	51.66666667	6.027713773	3	57	8.185352772	3	61	4.242640687	2	36.33333333	7.023769169	3	7	2.645751311	3
9130	51	2.943920289	4	54.75	2.5	4	63.25	1.707825128	4	35.5	9.712534856	4	8.5	1.732050808	4
9131	54	6.976149845	4	57.25	7.365459931	4	63.5	6.403124237	4	34.25	4.031128874	4	7	0.816496581	4
9133	57.25	4.272001873	4	61.25	4.573474245	4	68	4.082482905	4	40.25	5.439056291	4	6.75	0.957427108	4
9134	52	1.732050808	3	57.66666667	2.081665999	3	64.5	3.535533906	2	33.66666667	3.214550254	3	7.666666667	0.577350269	3
9298	34.75	1.707825128	4	41.75	0.957427108	4	45.5	0.577350269	4	26.5	3.872983346	4	7	1	3
9312	47.5	4.654746681	4	51	3.464101615	4	57.5	2.886751346	4	34.25	5.909032634	4	10	0.816496581	4
9314	51.5	4.932882862	4	56.75	2.986078811	4	60	3.464101615	4	42.5	3.109126351	4	8.666666667	1.154700538	3
9503	43.75	3.304037934	4	49.25	3.304037934	4	53.5	3.109126351	4	29.75	12.28481447	4	7.25	2.217355783	4
9907	37.5	2.645751311	4	41	3.16227766	4	46.75	2.362907813	4	26.25	2.753785274	4	9.75	0.957427108	4
9908	36.5	4.041451884	4	41.5	3.696845502	4	46.5	3.696845502	4	26.25	3.593976442	4	8	1.414213562	4
9909	42.5	3	4	46.75	2.753785274	4	57	1.414213562	4	32.5	3.415650255	4	12.75	1.5	4
9910	32.5	0.577350269	4	38.5	1	4	43.5	1.290994449	4	19.75	1.5	4	6	1.154700538	4
9911	34.5	0.577350269	4	40.75	0.957427108	4	44.5	1.732050808	4	25.25	0.5	4	3.75	0.957427108	4
9912	29	1.632993162	4	35.5	2.081665999	4	39	1.632993162	4	16.5	1	4	4	0	4
9913	41.5	1.290994449	4	47	2	4	50.75	1.707825128	4	34	1.632993162	4	11.5	1.290994449	4
9914	46.75	1.892969449	4	50	2.160246899	4	55.25	2.217355783	4	42.25	4.924428901	4	9	0.816496581	4
9915	64.75	4.11298756	4	69.75	3.862210075	4	75.5	3	4	61.5	2.516611478	4	12.5	1.914854216	4
9916	41	2.160246899	4	45.75	5.560275773	4	51.5	8.426149773	4	38.5	5.322906474	4	9.666666667	1.527525232	3
9917	42.5	6.027713773	4	47.25	4.924428901	4	54.25	6.448514041	4	29.25	4.991659711	4	7.75	0.5	4
9918	67.25	8.341662504	4	73.25	6.238322424	4	90	2.645751311	3	59.5	9.746794345	4	14	4.582575695	3
9919	38	2.581988897	4	44.75	3.304037934	4	47	3.559026084	4	32.75	3.947573094	4	4.333333333	0.577350269	3
9920	33	1.414213562	2	40.66666667	1.527525232	3	48.66666667	4.725815626	3	23.33333333	2.309401077	3	4.666666667	0.577350269	3
9921	36.75	2.986078811	4	42.25	2.986078811	4	48.25	2.986078811	4	19	1.414213562	4	6.25	0.957427108	4
9922	33.25	2.753785274	4	38.75	2.62995564	4	43.5	4.123105626	4	20.75	2.753785274	4	6	1.414213562	4
9923	39	5.099019514	4	44.75	3.593976442	4	50	4	4	22.75	4.5	4	7	0.816496581	4
9924	45	6.782329983	4	51.5	4.795831523	4	57	5.597618541	4	27.75	6.5	4	8.75	4.5	4
9925	70.66666667	7.505553499	3	75	7.810249676	3	79	6.08276253	3	61.66666667	12.66227994	3	10	1	3
9926	40.5	11.12055155	4	46.5	8.386497084	4	44.33333333	1.527525232	3	28.5	2.516611478	4	4.75	1.707825128	4
9927	63.25	4.787135539	4	68	5.099019514	4	73.25	5.315072906	4	50.5	11.09053651	4	9.666666667	1.527525232	3
9928	67	5.416025603	4	71	6.055300708	4	77	5.597618541	4	56.25	3.774917218	4	9.75	1.707825128	4
9929	70.75	8.460693431	4	75.25	7.182153809	4	88	2.828427125	2	59.25	7.274384281	4	10.33333333	3.055050463	3
9930	56.33333333	2.886751346	3	61	2.309401077	4	68.66666667	5.686240703	3	45.75	13.17510278	4	8.333333333	1.527525232	3
9931	34	4.358898944	3	38.33333333	4.163331999	3	42.33333333	5.131601439	3	25.33333333	9.237604307	3	4.333333333	2.309401077	3
9932	70.25	7.088723439	4	74.5	6.8556546	4	76	6.271629241	4	55	9.556847458	4	6.25	0.5	4
9933	38.66666667	1.527525232	3	41.66666667	1.527525232	3	49	1	3	15.66666667	1.527525232	3	4	1	3
9934	35.75	6.652067348	4	39	5.715476066	4	43	5.715476066	4	22.5	3.109126351	4	4.75	0.957427108	4
9935	61.25	3.095695937	4	65.5	3.109126351	4	73.75	4.573474245	4	50.25	7.320063752	4	15.75	0.5	4
9936	35.25	1.707825128	4	42	0.816496581	4	46.75	0.957427108	4	27	0.816496581	4	7.75	0.957427108	4
9937	37	1.414213562	4	41.5	2.645751311	4	47.75	3.095695937	4	31.75	4.031128874	4	9.75	1.707825128	4
9938	63	44.02272141	4	68	42.66927075	4	74	42.00793576	4	30	4.358898944	3	7	1	3
9939	51.5	1.290994449	4	54.75	2.061552813	4	60.75	3.304037934	4	47.75	2.217355783	4	12	1.632993162	4
9940	38.25	4.34932945	4	41.5	4.123105626	4	50	5.228129047	4	29.75	4.11298756	4	6.5	3.415650255	4
9941	32.25	1.707825128	4	36.25	2.061552813	4	42.5	3.785938897	4	22.25	0.957427108	4	6	1.414213562	4
9942	99	3.605551275	3	103.6666667	3.511884584	3	110.6666667	6.658328118	3	79	4.242640687	2	14.33333333	0.577350269	3
9943	51.25	4.991659711	4	56.5	4.203173404	4	61.5	5.196152423	4	37.25	2.62995564	4	11.25	1.5	4
9944	59	1	3	63.66666667	0.577350269	3	68	0	3	42.33333333	8.504900548	3	5	1	3
9945	114.6666667	6.110100927	3	119.6666667	6.110100927	3	130.3333333	9.609023537	3	NA	NA	0	15	2.828427125	2
9946	43.5	6.244997998	4	47	6.976149845	4	54.5	6.757711644	4	30.25	6.849574196	4	12	2.449489743	4
9947	104.75	6.701989754	4	112	6.377042157	4	125	0	3	NA	NA	0	14	3.605551275	3
9948	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0
9949	49.5	8.185352772	4	55.5	7.234178138	4	61.5	8.185352772	4	41.5	8.660254038	4	10	1.825741858	4
9950	67.25	6.652067348	4	72.75	5.852349955	4	86.25	9.03234927	4	51	2.708012802	4	14.75	1.258305739	4
9951	95.33333333	16.28905563	3	100	17.43559577	3	109.6666667	15.30795	3	28	1.414213562	2	8	0	2
9952	98	10.55146119	4	102.25	10.90489187	4	104.3333333	9.291573243	3	23.5	0.707106781	2	5.666666667	2.081665999	3
9953	80	6.782329983	4	85.25	7.889866919	4	93.25	5.188127472	4	35.5	3.31662479	4	10	1	3
9954	88.75	19.18984106	4	96.25	23.55666926	4	104.75	18.40968948	4	46	4.582575695	3	10	2.828427125	4
9955	63.75	6.130524719	4	69.25	4.573474245	4	73	4.242640687	4	50.75	3.095695937	4	7.75	0.5	4
9956	51.75	4.5	4	55.25	4.11298756	4	61	4.546060566	4	33.5	4.203173404	4	10.5	1.290994449	4
9957	75.5	21.92031022	2	80.5	23.33452378	2	85	21.21320344	2	51	16.97056275	2	14	4.242640687	2
9958	68.75	5.315072906	4	73.5	5.322906474	4	76.5	4.509249753	4	48.5	5.446711546	4	9	1.154700538	4
9959	65.75	2.217355783	4	70.75	2.872281323	4	78.75	4.272001873	4	36.5	5.802298395	4	12.25	0.957427108	4
9960	56.66666667	3.214550254	3	61.33333333	4.041451884	3	66.66666667	3.055050463	3	40.66666667	1.527525232	3	10.66666667	1.154700538	3
9961	71.5	3.696845502	4	76.25	3.304037934	4	81.5	4.041451884	4	40.25	7.93200269	4	10	1.732050808	3
9962	62.5	2.645751311	4	66.5	2.081665999	4	71.75	2.5	4	62.25	5.560275773	4	14	1.154700538	4
9963	60	6	3	63.66666667	6.506407099	3	66.66666667	7.505553499	3	55	3	3	8	1.732050808	3
9964	52.75	3.774917218	4	56.75	4.272001873	4	64.5	4.041451884	4	40.5	3.109126351	4	12.25	0.957427108	4
9965	45	4.582575695	3	49	3.605551275	3	56	3.605551275	3	34.66666667	4.041451884	3	11	1.414213562	2
9966	70.5	2.380476143	4	75.5	1.914854216	4	80	2.828427125	4	64	4.760952286	4	12.75	1.5	4
9967	55.75	2.217355783	4	60	2.309401077	4	67.33333333	2.081665999	3	48.75	6.238322424	4	10.66666667	0.577350269	3
9968	45.75	1.5	4	49.25	1.5	4	57.75	0.957427108	4	43.25	2.62995564	4	18	0.816496581	4
9969	59.25	5.852349955	4	64	6.32455532	4	69.25	6.898067362	4	42.25	4.11298756	4	17.66666667	2.516611478	3
9970	71.5	9.983319421	4	76.25	9.912113801	4	81.75	10.0124922	4	67.75	5.560275773	4	9.75	2.217355783	4
9971	52.5	2.516611478	4	55.75	2.872281323	4	61	3.741657387	4	56.75	6.946221995	4	11.25	0.957427108	4
9972	50.75	2.061552813	4	54.25	2.362907813	4	58.75	0.957427108	4	51	6.531972647	4	9.5	1	4
9973	98	NA	1	104	NA	1	110	NA	1	NA	NA	0	NA	NA	0
9974	83.75	7.182153809	4	88.25	6.994045086	4	93.5	7.895146188	4	48.33333333	8.504900548	3	15.66666667	4.163331999	3
9975	74	9.16515139	3	78	10.53565375	3	82.33333333	9.018499506	3	58	1.414213562	2	10.66666667	3.214550254	3
9976	63.5	6.350852961	4	66.33333333	1.527525232	3	72.5	2.645751311	4	51.25	4.272001873	4	9	4.358898944	3
9977	84.25	10.21028893	4	89.75	9.97914492	4	91.75	9.069178574	4	71.5	8.22597512	4	11	1	3
9978	86	2.828427125	2	90.5	2.121320344	2	94.5	4.949747468	2	44	NA	1	10	NA	1
9979	57.33333333	4.932882862	3	62	5.291502622	3	68.5	4.949747468	2	44.33333333	4.163331999	3	14.66666667	1.154700538	3
9980	51.25	4.425306016	4	55.5	3.696845502	4	60.5	4.509249753	4	43	5.944184833	4	11.75	0.957427108	4
9981	44.25	1.707825128	4	47	2.160246899	4	55.5	2.380476143	4	32.5	1.290994449	4	12.75	1.5	4
9982	69.75	6.551081336	4	74.75	6.60176744	4	79.25	6.396613687	4	44.25	6.130524719	4	14	2	4
9983	48.5	4.434711565	4	52.75	3.862210075	4	58.5	5.916079783	4	35	11.5758369	4	9	0.816496581	4
9984	47.33333333	1.154700538	3	51	1	3	56	0	3	44.33333333	1.154700538	3	11.33333333	1.527525232	3
9985	53.75	4.991659711	4	58	4.242640687	4	63.5	5.446711546	4	39.25	3.095695937	4	12	0.816496581	4
9986	85.25	6.551081336	4	102	NA	1	86	NA	1	NA	NA	0	18	NA	1
9987	60.5	3.109126351	4	67.25	2.217355783	4	82.25	6.184658438	4	60.75	5.188127472	4	14.66666667	2.309401077	3
9988	103	6.480740698	4	107.75	6.898067362	4	112.3333333	8.020806277	3	82	NA	1	11	3.366501646	4
9989	102.25	6.652067348	4	107.25	7.274384281	4	111	8.544003745	3	58	4.242640687	2	10	1	3
9990	75	4.358898944	3	79.66666667	4.932882862	3	83	5.567764363	3	54	7.071067812	2	11.33333333	2.309401077	3
9991	77.25	2.62995564	4	82	2.160246899	4	92.75	1.5	4	47	8.124038405	4	18.25	1.258305739	4
9992	83.5	7.681145748	4	88.5	7.767453465	4	95.75	7.455423082	4	50	4.358898944	3	12.5	1	4
9993	104.3333333	19.55334583	3	109	19.31320792	3	119.6666667	17.0098011	3	46	NA	1	15	1.414213562	2
9994	41.25	2.872281323	4	45.5	1.732050808	4	54.5	0.577350269	4	30	4.898979486	4	8	0.816496581	4
9995	30.5	1	4	38.5	0.577350269	4	41.75	0.957427108	4	21.75	0.957427108	4	5.5	0.577350269	4
9996	28.75	2.217355783	4	34	1.414213562	4	38.25	0.957427108	4	15.5	1	4	5	0.816496581	4
9997	40.75	4.193248542	4	44.75	4.193248542	4	51.5	3.872983346	4	29	2.943920289	4	11	4.242640687	4
9998	35.75	1.258305739	4	39.5	1	4	46.25	0.957427108	4	24.75	0.957427108	4	5.25	0.5	4
9999	42.5	6.191391874	4	46.75	6.946221995	4	54.25	6.652067348	4	30	2.160246899	4	8	4.082482905	4
10000	42.25	4.272001873	4	47.25	2.986078811	4	54.5	7.047458171	4	34.25	5.439056291	4	7.75	1.258305739	4
10001	38.5	2.081665999	4	45.25	2.872281323	4	49.5	3.31662479	4	30.25	2.62995564	4	7.75	0.957427108	4
10002	32	1.154700538	4	36.5	1.290994449	4	42.5	0.577350269	4	15.75	0.957427108	4	4.25	0.957427108	4
10003	45.33333333	1.154700538	3	51.33333333	0.577350269	3	57.66666667	1.154700538	3	32	2	3	11.5	0.707106781	2
10004	66.66666667	7.094598885	3	72	6.557438524	3	79	9	3	41.33333333	5.507570547	3	16.66666667	2.081665999	3
10005	58.75	6.238322424	4	62.25	6.60176744	4	67.25	6.34428877	4	52.5	8.660254038	4	13.75	2.061552813	4
10006	118.5	0.707106781	2	123	0	2	131.5	3.535533906	2	NA	NA	0	18.5	2.121320344	2
10007	51	8.124038405	4	57.5	7.505553499	4	61.25	5.909032634	4	48	11.04536102	4	8.5	0.577350269	4
10008	61.33333333	2.081665999	3	65.33333333	2.081665999	3	73	3	3	42	8.485281374	2	4.5	0.707106781	2
10009	67	3.741657387	4	71.5	3.415650255	4	77.75	3.5	4	44.75	3.593976442	4	7	1.414213562	4
10010	64.75	4.193248542	4	70	5.099019514	4	75.25	5.439056291	4	50.25	0.5	4	10	6.08276253	3
10011	54.5	7.047458171	4	59.25	7.088723439	4	65.25	6.130524719	4	34	6.271629241	4	7	1.414213562	4
10012	96	8.185352772	3	101.3333333	8.326663998	3	105.6666667	7.767453465	3	58	7.071067812	2	10.5	0.707106781	2
10013	90.25	12.6589889	4	95	13.9761702	4	100	15.62049935	3	51.5	6.363961031	2	10.75	2.753785274	4
10014	112	3	3	117	3.605551275	3	132	4.242640687	2	NA	NA	0	14.5	4.949747468	2
10015	41	6.32455532	4	46	6.633249581	4	51.25	6.898067362	4	23.5	5.066228051	4	5.75	1.892969449	4
10016	62	13.19090596	4	66.5	13.40397951	4	72	12.0277457	4	61.25	21.975365	4	12.75	4.031128874	4
10017	66.5	10.34408043	4	71.5	9.746794345	4	76.5	9.88264472	4	49.25	5.560275773	4	13.25	1.5	4
10018	73.66666667	4.041451884	3	78.33333333	3.055050463	3	81.33333333	4.509249753	3	47.66666667	3.511884584	3	10.66666667	3.055050463	3
10019	31.75	2.217355783	4	37.25	0.957427108	4	42	1.154700538	4	16.25	1.707825128	4	5.5	2.081665999	4
10020	38.75	1.707825128	4	42	0.816496581	4	48	1.414213562	4	34.25	2.061552813	4	9	0.816496581	4
10021	33	9.345230513	4	37.5	8.346656017	4	44	10.03327796	4	20	5.354126135	4	5.25	1.5	4
10022	34.75	3.774917218	4	39.25	3.304037934	4	45.25	2.62995564	4	26	4.69041576	4	5	0	4
10023	79.25	4.991659711	4	87.75	9.708243919	4	90	4.242640687	2	59.66666667	6.806859286	3	17.75	0.5	4
10024	31.25	0.957427108	4	34.75	0.957427108	4	43.25	1.5	4	13	0.816496581	4	5.25	0.5	4
10025	33.5	1.290994449	4	38	0.816496581	4	45.5	1.290994449	4	21.25	0.5	4	7	0	4
10026	37	1.632993162	4	42.5	1	4	49.5	1.290994449	4	23.5	5.446711546	4	8	2.645751311	3
6981	32	1.414213562	4	37.5	2.380476143	4	43	2.708012802	4	14.5	1.914854216	4	6	0.816496581	4
7036	38.5	0.577350269	4	44.5	1	4	50.5	1	4	25.5	1	4	8.25	0.5	4
7106	34	1.414213562	4	40.25	1.5	4	44.5	1.290994449	4	19.5	0.577350269	4	5.5	1	4
7125	32.75	1.5	4	39.75	1.5	4	42.75	1.258305739	4	24	2.449489743	4	6.25	2.061552813	4
7206	30.75	1.5	4	35.75	2.061552813	4	40.25	2.872281323	4	13.75	0.957427108	4	3.5	0.577350269	4
7351	60.75	8.920949127	4	64.25	9.251126058	4	72.66666667	9.073771726	3	40.75	12.33896268	4	13	0.816496581	4
8173	33.75	3.403429643	4	38.5	3.415650255	4	44	4.546060566	4	18.25	2.62995564	4	4.25	1.258305739	4
8291	31	2	3	38.66666667	2.081665999	3	45.66666667	3.785938897	3	16.66666667	2.516611478	3	6	1	3
8312	36	1.732050808	3	41.66666667	2.081665999	3	45	1	3	25	1	3	7.666666667	0.577350269	3
8321	30	0.816496581	4	35.5	0.577350269	4	41.25	1.258305739	4	16.75	1.707825128	4	4.666666667	0.577350269	3
8324	29.33333333	0.577350269	3	38.33333333	0.577350269	3	40.33333333	0.577350269	3	14.66666667	0.577350269	3	4.666666667	0.577350269	3
8339	43.25	4.5	4	49.75	2.061552813	4	57.25	0.957427108	4	34.75	2.217355783	4	11	0.816496581	4
